,SIGHTING_ID,OCCURRED_DATE,CITY,STATE,COUNTRY,SHAPE,SUMMARY,YEAR,CITYSTATE
223,224,2024-05-12,Lansing,WV,USA,Circle,"Facing north looking up when large, fast-moving bright white “star” appeared at 1 oclock darting to 11 o’clock then disappeared in tree",2024.0,"Lansing, WV"
224,225,2024-05-11,Madison,AL,USA,Circle,"Changed directions, brightness, and speed",2024.0,"Madison, AL"
225,226,2024-05-11,Centerton,AR,USA,Circle,Observed a total of12 circular reddish-orange objects,2024.0,"Centerton, AR"
227,228,2024-05-11,Levittown,NY,USA,Orb,"A bright orb appeared in the NW sky, right after witnessing rare Northern Lights, and glided SE direction, spinning, changing colors ,",2024.0,"Levittown, NY"
228,229,2024-05-11,Norfolk,VA,USA,Triangle,Took a shot of the end of the rainbow and did not see this until we looked at the photo on a big screen today.,2024.0,"Norfolk, VA"
229,230,2024-05-11,Redmond,OR,USA,Other,"Jellyfish style UAP traveling from the west, to the east",2024.0,"Redmond, OR"
230,231,2024-05-11,St. Petersburg,FL,USA,Flash,"Pair of blinking green plane-like lights that hovered a while, then started to dart / jag at odd fast speeds",2024.0,"St. Petersburg, FL"
233,234,2024-05-11,Bolivar,MO,USA,Cube,"Rotating cube over Bolivar, MO",2024.0,"Bolivar, MO"
234,235,2024-05-11,Parlier,CA,USA,Diamond,The strange orb was blue and weird it lasted for about 2 minutes,2024.0,"Parlier, CA"
236,237,2024-05-11,Cody,WY,USA,Fireball,White fireball fell down into the mountains,2024.0,"Cody, WY"
237,238,2024-05-11,Lake City,MI,USA,Circle,Vanishing bright light like a star or planet but not one,2024.0,"Lake City, MI"
238,239,2024-05-11,Ashwaubenon,WI,USA,Circle,White circle no sound and wobbled,2024.0,"Ashwaubenon, WI"
239,240,2024-05-11,Lincolnton,GA,USA,Formation,While looking for the northern lights and While photographing the moon a secondary object appeared in the photograph.,2024.0,"Lincolnton, GA"
240,241,2024-05-11,Pomona,CA,USA,Light,Traveling then stoped in mid air,2024.0,"Pomona, CA"
241,242,2024-05-11,York,ME,USA,Cylinder,Appeared continuously for 2.5 hours did not appear in any other areas of the sky besides directly above the lighthouse.,2024.0,"York, ME"
242,243,2024-05-11,Bellingham,WA,USA,Cylinder,"Cylinder shape, No lights, No sound, traveling N-NE, low & steady pace",2024.0,"Bellingham, WA"
243,244,2024-05-11,Hilton,NY,USA,Orb,Flashing lights coming from a heavily wooded area night of aurora borealis,2024.0,"Hilton, NY"
244,245,2024-05-10,Niagara Falls,NY,USA,Fireball,Fireball Soaring above clouds,2024.0,"Niagara Falls, NY"
246,247,2024-05-10,Jamestown,NY,USA,Orb,Orb sighting in the roadside shrubbery,2024.0,"Jamestown, NY"
247,248,2024-05-10,Clewiston,FL,USA,Light,We saw 2 extremely bright lights 50 feet off the ground going past us heading south,2024.0,"Clewiston, FL"
248,249,2024-05-10,Allegany,NY,USA,Triangle,Went outside to see the northern lights and saw a multiple circle of lights in the northeast sky..,2024.0,"Allegany, NY"
249,250,2024-05-09,Perris,CA,USA,Light,A short appearance and disappearance of an orange light.,2024.0,"Perris, CA"
250,251,2024-05-09,Mesquite,NV,USA,Formation,Formations were constant and Multiple Aircraft in each formation I would say I’ve seen at least 30 or more different formations,2024.0,"Mesquite, NV"
252,253,2024-05-09,Scottsdale,AZ,USA,Star,"I saw what looked like a star twinkling but then it was going brighter then dimmer, flashing - then it took off quickly to the right",2024.0,"Scottsdale, AZ"
254,255,2024-05-09,Louisville,KY,USA,Changing,"Noticed an unusually bright object, started taking photos with a nikon z7II with a 300mm zoom.",2024.0,"Louisville, KY"
255,256,2024-05-09,Francis,UT,USA,Cigar,"I took a few pics of a funnel cloud that was just south of my location in Francis, UT. One pic showed an object",2024.0,"Francis, UT"
256,257,2024-05-08,Lewisville,NC,USA,Sphere,White sphere observed in sky.,2024.0,"Lewisville, NC"
257,258,2024-05-08,Taylorsville,UT,USA,Unknown,Aircraft was traveling west over salt lake valley,2024.0,"Taylorsville, UT"
260,261,2024-05-07,St. Cloud,MN,USA,Light,"Light traveling fast and then vanished, followed by another aircraft.",2024.0,"St. Cloud, MN"
261,262,2024-05-07,Mountain View,CA,USA,Cylinder,White cylinder in the sky,2024.0,"Mountain View, CA"
263,264,2024-05-07,Vail,AZ,USA,Light,Coming from the constellation of Cassiopeia. Most move left to right. Some move from up to down. Some change directions.,2024.0,"Vail, AZ"
264,265,2024-05-07,Eagle Mountain,UT,USA,Unknown,Flashing light behaving erratically moving extremely fast,2024.0,"Eagle Mountain, UT"
266,267,2024-05-06,Goshen,CT,USA,Cylinder,"Observed while driving westbound on CT Route 4 at the intersection of East St North, black cylindrical-shaped object, completely still.",2024.0,"Goshen, CT"
269,270,2024-05-06,Bradenton,FL,USA,Formation,100 blue orb formations white starlike orbs speeding across sky and speeding towards each other!,2024.0,"Bradenton, FL"
272,273,2024-05-05,Clovis,CA,USA,Circle, Object no sound traveling fast,2024.0,"Clovis, CA"
273,274,2024-05-04,Fort Wayne,IN,USA,Sphere,"We saw a bright, stationary object in the sky.",2024.0,"Fort Wayne, IN"
274,275,2024-05-04,Alpharetta,GA,USA,Other,15-20 lights. Straight line.7000’ high. Maybe 1 mile length,2024.0,"Alpharetta, GA"
275,276,2024-05-04,Broomfield,CO,USA,Cylinder,"Floating slowly at 800', east to west, then south, no lights or sound. Steady altitude",2024.0,"Broomfield, CO"
277,278,2024-05-04,Mathiston,MS,USA,Circle,lights shooting across sky in perfect sync. Unidentified by radars.,2024.0,"Mathiston, MS"
278,279,2024-05-03,Lafayette,LA,USA,Orb,Driving northwest at the corner of Kaliste Saloom Rd and Kensington looked up and saw a string of about 9 orbs in a straight line,2024.0,"Lafayette, LA"
279,280,2024-05-03,Clayton,NC,USA,Orb,Multiple orbs floating in the sky moving around silently,2024.0,"Clayton, NC"
281,282,2024-05-03,Noblesville,IN,USA,Circle,Green Circle/Oval Witness in Sky Zooms Quickly Away in Noblesville Indiana,2024.0,"Noblesville, IN"
282,283,2024-05-03,Greenfield,NH,USA,Orb,"Slow moving objects suddenly glew extremely bright, dimmed, then continued WNW on a non elliptical path",2024.0,"Greenfield, NH"
283,284,2024-05-03,Detroit,MI,USA,Light,"The ufo moved very fast, change direct, then quickly moved away at a steeper angle",2024.0,"Detroit, MI"
284,285,2024-05-03,Ann Arbor,MI,USA,Fireball,We saw a glowing blue green fireball travel across the night sky,2024.0,"Ann Arbor, MI"
286,287,2024-05-02,Lavinia,TN,USA,Orb,3 lights get bright and dim then repeat,2024.0,"Lavinia, TN"
288,289,2024-05-02,Goleta,CA,USA,Light,"Bright white light, no noise, lower in sky over neighborhood. Changes direction, stops & winks out.",2024.0,"Goleta, CA"
289,290,2024-05-02,Bullhead City,AZ,USA,Oval,Saw a massive light in the sky that seemed masked by clouds yet it is a cloudless night,2024.0,"Bullhead City, AZ"
290,291,2024-05-02,Malibu,CA,USA,Light,"A bright white light with a haze around it, like a helicopter hovering, then suddenly moved incredibly fast to the north east.",2024.0,"Malibu, CA"
291,292,2024-05-02,Moapa Valley,NV,USA,Circle,"We seen a air craft in the sky, that was not a airplane, it just vanished",2024.0,"Moapa Valley, NV"
292,293,2024-05-02,Morgan Hill,CA,USA,Fireball,"Looked up when in yard. Saw hazy cloud w/bright center. Tried to take video, but picture instead. As soon as picture taken, it vanished",2024.0,"Morgan Hill, CA"
293,294,2024-05-02,Wittmann,AZ,USA,Orb,Light was overwhelmingly large for the location in the Sky. Began to Fade out and just dissapeared,2024.0,"Wittmann, AZ"
294,295,2024-05-02,Barstow,CA,USA,Other,Unlike anything I have seen.,2024.0,"Barstow, CA"
295,296,2024-05-02,Cliff,NM,USA,Light,Large bright white light,2024.0,"Cliff, NM"
296,297,2024-05-02,Rio Verde,AZ,USA,Orb,Large orb like luminous mist moved across the sky,2024.0,"Rio Verde, AZ"
297,298,2024-05-02,Morristown,AZ,USA,Circle,"Light coming from the west going east, when it came closer it appeared to look like a blurry cloud of light.",2024.0,"Morristown, AZ"
301,302,2024-05-01,Lakeland,FL,USA,Orb,Light recorded on SD ring doorbell,2024.0,"Lakeland, FL"
302,303,2024-05-01,Cleveland,OH,USA,Orb,I saw an orange orb in the sky moving for approximately 9-12 seconds.,2024.0,"Cleveland, OH"
305,306,2024-04-30,Scranton,PA,USA,Triangle,Silent boomerang flying straight towards the NW.,2024.0,"Scranton, PA"
306,307,2024-04-30,Capitan,NM,USA,Light,Unexplained lights that don't move like aircraft,2024.0,"Capitan, NM"
307,308,2024-04-29,Clinton,MO,USA,Changing,Weather balloon?  Altitude was about 5000 feet guestamation. Unable to get ahold of WAFB for info,2024.0,"Clinton, MO"
308,309,2024-04-29,Farmersville,CA,USA,Formation,4 green orbs in C formation,2024.0,"Farmersville, CA"
309,310,2024-04-28,Trenton,GA,USA,Orb,"Several light orbs appeared to be traveling generally eastward, sometimes disappearing, very intermittent",2024.0,"Trenton, GA"
310,311,2024-04-28,Suwanee,GA,USA,Changing,"Color changing orb, colored cubes within a sphere",2024.0,"Suwanee, GA"
311,312,2024-04-28,Lebanon,VA,USA,Sphere,I saw a white light moving toward me moving north to south and a slow speed. It abruptly turned east but still moving at a slow speed.,2024.0,"Lebanon, VA"
313,314,2024-04-28,Tice,FL,USA,Orb,Photo of round metallic object,2024.0,"Tice, FL"
314,315,2024-04-28,Derry,NH,USA,Light,"Bright white light outside of window, zipped away at unreal speed",2024.0,"Derry, NH"
315,316,2024-04-27,Bourne,MA,USA,Unknown,Was driving home when I noticed a giant light going across the sky slowly then disappeared after about 18 seconds,2024.0,"Bourne, MA"
316,317,2024-04-27,Atlantic Beach,NC,USA,Unknown,We saw it from our balcony. It was traveling fast. As the pics show it does not look like a plane.,2024.0,"Atlantic Beach, NC"
317,318,2024-04-27,Orleans,MA,USA,Fireball,A consistently traveling fireball over Atlantic Ocean,2024.0,"Orleans, MA"
318,319,2024-04-27,Avon,NC,USA,Cone,The object was brightly lit with a large spread out vapor/smoke trail,2024.0,"Avon, NC"
319,320,2024-04-27,Dennis,MA,USA,Chevron,My wife and I saw an orangish boomerang shaped object moving slowly in the southern sky,2024.0,"Dennis, MA"
320,321,2024-04-27,Longview,TX,USA,Rectangle,I observed 1 or 2 grayish rectangular objects for 4 seconds fly over my backyard traveling from east to west.,2024.0,"Longview, TX"
321,322,2024-04-26,Willsboro,NY,USA,Cylinder,Saw 5-6 white cylindrical objects floating from NW to SE,2024.0,"Willsboro, NY"
322,323,2024-04-25,Goodyear,AZ,USA,Changing,Triangular craft that appeared to be changing shape as it tumbled through the sky at a low altitude.,2024.0,"Goodyear, AZ"
323,324,2024-04-25,Marineland,FL,USA,Circle,Stationary object(s) high in the Southern early evening sky.,2024.0,"Marineland, FL"
324,325,2024-04-25,Schenectady,NY,USA,Other,"Flat square, white one side and dark metallic grey on other, tumbling and flapping through the air near a turkey vulture, similar size",2024.0,"Schenectady, NY"
325,326,2024-04-25,Captain Cook,HI,USA,Cylinder,Maybe military vessels with a military helicopter overhead,2024.0,"Captain Cook, HI"
326,327,2024-04-25,Sweetwater,TN,USA,Light,Lights that fade in and out moving really fast!,2024.0,"Sweetwater, TN"
327,328,2024-04-25,Reynoldsburg,OH,USA,Circle,Caught a round glowing white object on my Blink doorbell camera that seemed to be lowering in orbit on an arc toward Earth:S to N,2024.0,"Reynoldsburg, OH"
330,331,2024-04-24,Munfordville,KY,USA,Circle,I was looking through my telescope and took a picture and it was on live. I noticed a black circle aircraft flying off the moon,2024.0,"Munfordville, KY"
331,332,2024-04-24,Brookings,SD,USA,Changing,2 streams of flashing white lights came together pointing north. The lights then began a figure 8 pattern but were now yellow in color,2024.0,"Brookings, SD"
332,333,2024-04-24,Indianapolis,IN,USA,Triangle,Two craft with a triangle light formation on the bottom and a flashing strobe light and zero engine noise flew past when I was outside.,2024.0,"Indianapolis, IN"
333,334,2024-04-23,Cove City,NC,USA,Other,My wife and I were sitting outside and I noticed something coming over the treeline towards a big swamp behind our house.,2024.0,"Cove City, NC"
334,335,2024-04-23,Painesville,OH,USA,Circle,It happened on 4 Consecutive Nights April 23rd through April 26th 2024.,2024.0,"Painesville, OH"
335,336,2024-04-22,Youngsville,LA,USA,Sphere,Always spotting different types,2024.0,"Youngsville, LA"
336,337,2024-04-21,Morgantown,WV,USA,Orb,Floating green orbs above tree line,2024.0,"Morgantown, WV"
338,339,2024-04-21,Rancho Cordova,CA,USA,Teardrop,Silver looking object/reflecting sun with what appears to be strings underneath it,2024.0,"Rancho Cordova, CA"
339,340,2024-04-20,Coeur d'Alene,ID,USA,Orb,Multiple silver reflective orbs dancing in the sky. They made v shapes periodically. Kayaking early afternoon.,2024.0,"Coeur d'Alene, ID"
340,341,2024-04-20,Crooks,SD,USA,Triangle,"Stationary object seen hovering with no movement from the wind. Object shimmered out of vision, reappeared, the shimmered out again.",2024.0,"Crooks, SD"
344,345,2024-04-20,St. Louis,MO,USA,Changing,Start faint white flash ZigZag then abrupt turns impossible aerodynamics quick change multiple flash outline of larger one.,2024.0,"St. Louis, MO"
346,347,2024-04-19,Clark Fork,ID,USA,Other,"Reddish shovel shaped aircraft, which appeared to be jet propelled, passed fairly quietly over north face of Scotchman Peak.",2024.0,"Clark Fork, ID"
349,350,2024-04-18,Clinton Township,MI,USA,Triangle,Bright white morphing UFO,2024.0,"Clinton Township, MI"
350,351,2024-04-17,North Bethesda,MD,USA,Rectangle,"Flying above 355 from north flying toward south, with pike, Red lights or red light on each end. No sound at all.",2024.0,"North Bethesda, MD"
351,352,2024-04-17,Bremen,OH,USA,Triangle,"UAP was silent and not visible in real time. Dogs did not react. Noticed when reviewing photos with iPhone 14 Pro Max ""Live Photo""",2024.0,"Bremen, OH"
354,355,2024-04-15,Maxton,NC,USA,Formation,3 lights in a triangle shape,2024.0,"Maxton, NC"
355,356,2024-04-15,Shady Cove,OR,USA,Circle,There where multiple in the night sky 2 different spots,2024.0,"Shady Cove, OR"
356,357,2024-04-15,Parma,OH,USA,Light,I saw a white light that faded to red then disappeared,2024.0,"Parma, OH"
357,358,2024-04-15,Zephyrhills,FL,USA,Other,"Silent, slow with fast acceleration, low but climbed high quickly, hard to video, black, “glitchy”",2024.0,"Zephyrhills, FL"
358,359,2024-04-14,Fort Collins,CO,USA,Sphere,Was looking at starlink and seen more,2024.0,"Fort Collins, CO"
359,360,2024-04-14,West Des Moines,IA,USA,Triangle,I saw it fly over the hotel and it was huge.,2024.0,"West Des Moines, IA"
360,361,2024-04-14,Lakewood Ranch,FL,USA,Light,Fast moving streak of light sometimes splitting into 2 or 3 pieces,2024.0,"Lakewood Ranch, FL"
361,362,2024-04-14,Mount Gilead,OH,USA,Light,Looked like a comet,2024.0,"Mount Gilead, OH"
362,363,2024-04-14,Matagorda,TX,USA,Other,"A passenger train on a dark night,long",2024.0,"Matagorda, TX"
363,364,2024-04-14,Wilsonville,OR,USA,Circle,"I've never seen anything like it. Sort of floating, changing color light to dark, then just disappeared",2024.0,"Wilsonville, OR"
365,366,2024-04-14,Billings,MT,USA,Formation,Estimated 8 white lights in geometric shape,2024.0,"Billings, MT"
366,367,2024-04-14,Haymarket,VA,USA,Unknown,"Video of lights in sky at high altitude that were darting back and forth, and also going in ciccles.",2024.0,"Haymarket, VA"
367,368,2024-04-14,Kalamazoo,MI,USA,Light,A fast moving line of lights breaking formation briefly then reforming a line before disappearing.,2024.0,"Kalamazoo, MI"
368,369,2024-04-14,Groveport,OH,USA,Circle,"White circle moving from south to north, suddenly turns 180 degree, then zig zags, then shoots straight up out of sight.",2024.0,"Groveport, OH"
370,371,2024-04-13,Gulf Shores,AL,USA,Orb,Ball of pure white light came out of nowhere and dipped behind the trees when I noticed it. Then it followed me before disappearing,2024.0,"Gulf Shores, AL"
372,373,2024-04-13,King of Prussia,PA,USA,Egg,"Saw a very bright white light hovering above King Of Prussia on 4/13/24 just after 8pm. Some blinking, little movement. Disappeared.",2024.0,"King of Prussia, PA"
373,374,2024-04-13,Nottingham,MD,USA,Cigar,"Very bright object streaming through the sky, low in the horizon from East to West, Very Fast down angle Looked like to was a meteor",2024.0,"Nottingham, MD"
374,375,2024-04-13,Hollister,CA,USA,Unknown, Two objects appeared in my viewing screen while I was recording.,2024.0,"Hollister, CA"
